measurements::GPnum,measurements::Species,measurements::Measurement,measurements::Measurementnum,measurements::One hundred flag,measurements::One hundred message,measurements::dataentrybox Measure,measurements::Measurement transformed,measurements::Measurement comment,measurements::Datetime
GP171F,40,205.2mm,4,0,,,205.2,,2022-08-23 07:20:29
GP171F,40,151.4mm,5,0,,,151.4,,2022-08-23 07:20:32
GP171F,40,90.5mm,6,0,,,90.5,,2022-08-23 07:20:35
GP171F,40,183.1mm,7,0,,,183.1,,2022-08-23 07:20:40
GP171F,40,133.1mm,8,0,,,133.1,,2022-08-23 07:20:43
GP171F,40,319.9mm,9,0,,,319.9,,2022-08-23 07:20:46
GP171F,40,104.9mm,10,0,,,104.9,,2022-08-23 07:20:50
GP171F,40,234.8mm,11,0,,,234.8,,2022-08-23 07:20:53
GP171F,40,146.0mm,12,0,,,146.0,,2022-08-23 07:20:57
GP171F,40,173.1mm,13,0,,,173.1,,2022-08-23 07:21:00
GP171F,40,141.5mm,14,0,,,141.5,,2022-08-23 07:21:03
GP171F,40,115.7mm,15,0,,,115.7,,2022-08-23 07:21:06
GP171F,40,131.8mm,16,0,,,131.8,,2022-08-23 07:21:09
GP171F,40,154.9mm,17,0,,,154.9,,2022-08-23 07:21:12
GP171F,40,134.9mm,18,0,,,134.9,,2022-08-23 07:21:16
GP171F,40,109.3mm,19,0,,,109.3,,2022-08-23 07:21:20
GP171F,40,153.8mm,20,0,,,153.8,,2022-08-23 07:21:26
GP171F,40,113.5mm,21,0,,,113.5,,2022-08-23 07:21:30
GP171F,40,127.9mm,22,0,,,127.9,,2022-08-23 07:21:33
GP171F,40,137.5mm,23,0,,,137.5,,2022-08-23 07:21:36
GP171F,40,215.9mm,24,0,,,215.9,,2022-08-23 07:21:39
GP171F,40,236.6mm,25,0,,,236.6,,2022-08-23 07:21:42
GP171F,40,150.9mm,26,0,,,150.9,,2022-08-23 07:21:44
GP171F,40,185.1mm,27,0,,,185.1,,2022-08-23 07:21:48
GP171F,40,126.2mm,28,0,,,126.2,,2022-08-23 07:21:51
GP171F,40,162.1mm,29,0,,,162.1,,2022-08-23 07:21:54
GP171F,40,172.0mm,30,0,,,172.0,,2022-08-23 07:21:57
GP171F,40,161.5mm,31,0,,,161.5,,2022-08-23 07:22:00
GP171F,40,132.1mm,32,0,,,132.1,,2022-08-23 07:22:03
GP171F,40,178.5mm,33,0,,,178.5,,2022-08-23 07:22:07
GP171F,40,277.7mm,34,0,,,277.7,,2022-08-23 07:22:10
GP171F,40,250.0mm,35,0,,,250.0,,2022-08-23 07:22:13
GP171F,40,126.8mm,36,0,,,126.8,,2022-08-23 07:22:16
GP171F,40,239.0mm,37,0,,,239.0,,2022-08-23 07:22:19
GP171F,40,239.0mm,38,0,,,239.0,,2022-08-23 07:22:22
GP171F,40,172.7mm,39,0,,,172.7,,2022-08-23 07:22:24
GP171F,40,165.6mm,40,0,,,165.6,,2022-08-23 07:22:28
GP171F,40,157.0mm,41,0,,,157.0,,2022-08-23 07:22:31
GP171F,40,130.1mm,42,0,,,130.1,,2022-08-23 07:22:33
GP171F,40,129.5mm,43,0,,,129.5,,2022-08-23 07:22:37
GP171F,40,111.5mm,44,0,,,111.5,,2022-08-23 07:22:40
GP171F,40,142.3mm,45,0,,,142.3,,2022-08-23 07:22:44
GP171F,40,164.3mm,46,0,,,164.3,,2022-08-23 07:22:47
GP171F,40,139.0mm,47,0,,,139.0,,2022-08-23 07:22:51
GP171F,40,117.8mm,48,0,,,117.8,,2022-08-23 07:22:54
GP171F,40,173.8mm,49,0,,,173.8,,2022-08-23 07:22:57
GP171F,40,140.8mm,50,0,,,140.8,,2022-08-23 07:23:01
GP171F,40,137.5mm,51,0,,,137.5,,2022-08-23 07:23:04
GP171F,40,175.2mm,52,0,,,175.2,,2022-08-23 07:23:07
GP171F,40,116.5mm,53,0,,,116.5,,2022-08-23 07:23:10
GP171F,40,190.0mm,54,0,,,190.0,,2022-08-23 07:23:13
GP171F,40,206.7mm,55,0,,,206.7,,2022-08-23 07:23:16
GP171F,40,295.0mm,56,0,,,295.0,,2022-08-23 07:23:19
GP171F,40,169.9mm,57,0,,,169.9,,2022-08-23 07:23:23
GP171F,40,140.7mm,58,0,,,140.7,,2022-08-23 07:23:27
GP171F,40,140.4mm,59,0,,,140.4,,2022-08-23 07:23:33
GP171F,40,134.2mm,60,0,,,134.2,,2022-08-23 07:23:37
GP171F,40,117.4mm,61,0,,,117.4,,2022-08-23 07:23:40
GP171F,40,256.0mm,62,0,,,256.0,,2022-08-23 07:23:43
GP171F,40,165.3mm,63,0,,,165.3,,2022-08-23 07:23:46
GP171F,40,127.1mm,64,0,,,127.1,,2022-08-23 07:23:52
GP171F,40,165.8mm,65,0,,,165.8,,2022-08-23 07:23:59
GP171F,40,229.9mm,66,0,,,229.9,,2022-08-23 07:24:02
GP171F,40,141.9mm,67,0,,,141.9,,2022-08-23 07:24:04
GP171F,40,149.3mm,68,0,,,149.3,,2022-08-23 07:24:08
GP171F,40,104.5mm,69,0,,,104.5,,2022-08-23 07:24:11
GP171F,40,208.3mm,70,0,,,208.3,,2022-08-23 07:24:17
GP171F,40,263.6mm,71,0,,,263.6,,2022-08-23 07:24:20
GP171F,40,182.1mm,72,0,,,182.1,,2022-08-23 07:24:23
GP171F,40,92.8mm,73,0,,,92.8,,2022-08-23 07:24:27
GP171F,40,129.9mm,74,0,,,129.9,,2022-08-23 07:24:30
GP171F,40,119.5mm,75,0,,,119.5,,2022-08-23 07:24:35
GP171F,40,118.5mm,76,0,,,118.5,,2022-08-23 07:24:40
GP171F,40,150.8mm,77,0,,,150.8,,2022-08-23 07:24:43
GP171F,40,127.4mm,78,0,,,127.4,,2022-08-23 07:24:46
GP171F,40,210.6mm,79,0,,,210.6,,2022-08-23 07:24:49
GP171F,40,195.6mm,80,0,,,195.6,,2022-08-23 07:24:53
GP171F,40,178.9mm,81,0,,,178.9,,2022-08-23 07:24:56
GP171F,40,212.4mm,82,0,,,212.4,,2022-08-23 07:24:59
GP171F,40,220.4mm,83,0,,,220.4,,2022-08-23 07:25:02
GP171F,40,162.4mm,84,0,,,162.4,,2022-08-23 07:25:05
GP171F,40,112.9mm,85,0,,,112.9,,2022-08-23 07:25:08
GP171F,40,218.5mm,86,0,,,218.5,,2022-08-23 07:25:12
GP171F,40,153.6mm,87,0,,,153.6,,2022-08-23 07:25:15
GP171F,40,144.6mm,88,0,,,144.6,,2022-08-23 07:25:19
GP171F,40,204.4mm,89,0,,,204.4,,2022-08-23 07:25:22
GP171F,40,267.7mm,90,0,,,267.7,,2022-08-23 07:25:26
GP171F,40,131.5mm,91,0,,,131.5,,2022-08-23 07:25:28
GP171F,40,123.5mm,92,0,,,123.5,,2022-08-23 07:25:32
GP171F,40,211.2mm,93,0,,,211.2,,2022-08-23 07:25:35
GP171F,40,134.0mm,94,0,,,134.0,,2022-08-23 07:25:38
GP171F,40,163.7mm,95,0,,,163.7,,2022-08-23 07:25:49
GP171F,40,160.4mm,96,0,,,160.4,,2022-08-23 07:25:52
GP171F,42,154.9mm,1,0,,,154.9,,2022-08-23 07:26:12
GP171F,42,185.1mm,2,0,,,185.1,,2022-08-23 07:26:15
GP171F,42,166.7mm,3,0,,,166.7,,2022-08-23 07:26:18
GP171F,42,143.9mm,4,0,,,143.9,,2022-08-23 07:26:22
GP171F,42,155.2mm,5,0,,,155.2,,2022-08-23 07:26:25
GP171F,42,187.5mm,6,0,,,187.5,,2022-08-23 07:26:29
GP171F,42,160.4mm,7,0,,,160.4,,2022-08-23 07:26:32
GP171F,42,185.8mm,8,0,,,185.8,,2022-08-23 07:26:35
GP171F,42,201.5mm,9,0,,,201.5,,2022-08-23 07:26:38
GP171F,42,203.5mm,10,0,,,203.5,,2022-08-23 07:26:41
GP171F,10,373.3mm,1,0,,,373.3,,2022-08-23 07:26:54
GP171F,10,338.6mm,2,0,,,338.6,,2022-08-23 07:27:00
GP171F,10,372.4mm,3,0,,,372.4,,2022-08-23 07:27:03
GP171F,302,163.2mm,1,0,,,163.2,,2022-08-23 07:27:28
GP171F,302,208.6mm,2,0,,,208.6,,2022-08-23 07:27:31
GP175F,501,91.0mm,1,0,,,91.0,,2022-08-23 15:13:35
GP175F,10,331.1mm,1,0,,,331.1,,2022-08-23 15:13:47
GP175F,10,340.3mm,2,0,,,340.3,,2022-08-23 15:13:53
GP175F,10,345.2mm,3,0,,,345.2,,2022-08-23 15:13:58
GP175F,40,180.5mm,1,0,,,180.5,,2022-08-23 15:14:30
GP175F,40,342.4mm,2,0,,,342.4,,2022-08-23 15:14:35
GP175F,40,190.9mm,3,0,,,190.9,,2022-08-23 15:14:38
GP175F,40,254.8mm,4,0,,,254.8,,2022-08-23 15:14:41
GP175F,40,201.3mm,5,0,,,201.3,,2022-08-23 15:14:43
GP175F,40,127.5mm,6,0,,,127.5,,2022-08-23 15:14:47
GP175F,40,202.1mm,7,0,,,202.1,,2022-08-23 15:14:50
GP175F,40,148.1mm,8,0,,,148.1,,2022-08-23 15:14:53
GP175F,40,188.5mm,9,0,,,188.5,,2022-08-23 15:14:57
GP175F,40,159.4mm,10,0,,,159.4,,2022-08-23 15:14:59
GP175F,40,175.9mm,11,0,,,175.9,,2022-08-23 15:15:02
GP175F,40,137.0mm,12,0,,,137.0,,2022-08-23 15:15:05
GP175F,40,177.3mm,13,0,,,177.3,,2022-08-23 15:15:09
GP175F,40,175.3mm,14,0,,,175.3,,2022-08-23 15:15:13
GP175F,40,158.3mm,15,0,,,158.3,,2022-08-23 15:15:16
GP175F,40,353.5mm,16,0,,,353.5,,2022-08-23 15:15:19
GP175F,40,155.3mm,17,0,,,155.3,,2022-08-23 15:15:21
GP175F,40,299.7mm,18,0,,,299.7,,2022-08-23 15:15:26
GP175F,40,209.1mm,19,0,,,209.1,,2022-08-23 15:15:28
GP175F,40,213.0mm,20,0,,,213.0,,2022-08-23 15:15:31
GP175F,40,245.0mm,21,0,,,245.0,,2022-08-23 15:15:34
GP175F,40,176.5mm,22,0,,,176.5,,2022-08-23 15:15:36
GP175F,40,164.5mm,23,0,,,164.5,,2022-08-23 15:15:39
GP175F,40,272.6mm,24,0,,,272.6,,2022-08-23 15:15:43
GP175F,40,119.3mm,25,0,,,119.3,,2022-08-23 15:15:46
GP175F,40,144.1mm,26,0,,,144.1,,2022-08-23 15:15:49
GP175F,40,124.5mm,27,0,,,124.5,,2022-08-23 15:15:53
GP175F,40,134.5mm,28,0,,,134.5,,2022-08-23 15:15:56
GP175F,40,170.8mm,29,0,,,170.8,,2022-08-23 15:15:59
GP175F,40,165.0mm,30,0,,,165.0,,2022-08-23 15:16:02
GP175F,40,244.0mm,31,0,,,244.0,,2022-08-23 15:16:05
GP175F,40,171.7mm,32,0,,,171.7,,2022-08-23 15:16:08
GP175F,40,134.4mm,33,0,,,134.4,,2022-08-23 15:16:10
GP175F,40,122.2mm,34,0,,,122.2,,2022-08-23 15:16:14
GP175F,40,176.5mm,35,0,,,176.5,,2022-08-23 15:16:17
GP175F,40,165.9mm,36,0,,,165.9,,2022-08-23 15:16:20
GP175F,40,204.5mm,37,0,,,204.5,,2022-08-23 15:16:23
GP175F,40,207.6mm,38,0,,,207.6,,2022-08-23 15:16:25
GP175F,40,211.9mm,39,0,,,211.9,,2022-08-23 15:16:28
GP175F,40,246.9mm,40,0,,,246.9,,2022-08-23 15:16:31
GP175F,40,114.7mm,41,0,,,114.7,,2022-08-23 15:16:33
GP175F,40,132.8mm,42,0,,,132.8,,2022-08-23 15:16:37
GP175F,40,110.9mm,43,0,,,110.9,,2022-08-23 15:16:40
GP175F,40,103.1mm,44,0,,,103.1,,2022-08-23 15:16:43
GP175F,40,154.5mm,45,0,,,154.5,,2022-08-23 15:16:46
GP175F,40,315.5mm,46,0,,,315.5,,2022-08-23 15:16:49
GP175F,40,121.3mm,47,0,,,121.3,,2022-08-23 15:16:52
GP175F,40,164.5mm,48,0,,,164.5,,2022-08-23 15:16:55
GP175F,40,189.6mm,49,0,,,189.6,,2022-08-23 15:16:58
GP175F,40,96.2mm,50,0,,,96.2,,2022-08-23 15:17:01
GP175F,40,160.0mm,51,0,,,160.0,,2022-08-23 15:17:04
GP175F,40,184.6mm,52,0,,,184.6,,2022-08-23 15:17:07
GP175F,40,173.9mm,53,0,,,173.9,,2022-08-23 15:17:10
GP175F,40,147.5mm,54,0,,,147.5,,2022-08-23 15:17:13
GP175F,40,161.2mm,55,0,,,161.2,,2022-08-23 15:17:15
GP175F,40,178.0mm,56,0,,,178.0,,2022-08-23 15:17:18
GP175F,40,198.3mm,57,0,,,198.3,,2022-08-23 15:17:21
GP175F,40,239.3mm,58,0,,,239.3,,2022-08-23 15:17:24
GP175F,40,249.9mm,59,0,,,249.9,,2022-08-23 15:17:27
GP175F,40,89.4mm,60,0,,,89.4,,2022-08-23 15:17:29
GP175F,40,220.4mm,61,0,,,220.4,,2022-08-23 15:17:33
GP175F,40,157.9mm,62,0,,,157.9,,2022-08-23 15:17:35
GP175F,40,143.8mm,63,0,,,143.8,,2022-08-23 15:17:38
GP175F,40,188.5mm,64,0,,,188.5,,2022-08-23 15:17:41
GP175F,40,194.7mm,65,0,,,194.7,,2022-08-23 15:17:44
GP175F,40,188.0mm,66,0,,,188.0,,2022-08-23 15:17:46
GP175F,40,180.3mm,67,0,,,180.3,,2022-08-23 15:17:49
GP175F,40,194.6mm,68,0,,,194.6,,2022-08-23 15:17:52
GP175F,40,159.7mm,69,0,,,159.7,,2022-08-23 15:17:55
GP175F,40,192.3mm,70,0,,,192.3,,2022-08-23 15:17:58
GP175F,40,173.9mm,71,0,,,173.9,,2022-08-23 15:18:01
GP175F,40,166.9mm,72,0,,,166.9,,2022-08-23 15:18:03
GP175F,40,155.4mm,73,0,,,155.4,,2022-08-23 15:18:06
GP175F,40,219.4mm,74,0,,,219.4,,2022-08-23 15:18:10
GP175F,40,161.6mm,75,0,,,161.6,,2022-08-23 15:18:13
GP175F,40,210.7mm,76,0,,,210.7,,2022-08-23 15:18:16
GP175F,40,180.5mm,77,0,,,180.5,,2022-08-23 15:18:18
GP175F,40,137.9mm,78,0,,,137.9,,2022-08-23 15:18:21
GP175F,40,182.6mm,79,0,,,182.6,,2022-08-23 15:18:25
GP175F,40,132.8mm,80,0,,,132.8,,2022-08-23 15:18:28
GP175F,40,149.4mm,81,0,,,149.4,,2022-08-23 15:18:31
GP175F,40,112.6mm,82,0,,,112.6,,2022-08-23 15:18:34
GP175F,40,134.8mm,83,0,,,134.8,,2022-08-23 15:18:37
GP175F,40,160.7mm,84,0,,,160.7,,2022-08-23 15:18:40
GP175F,40,161.3mm,85,0,,,161.3,,2022-08-23 15:18:43
GP175F,40,128.1mm,86,0,,,128.1,,2022-08-23 15:18:46
GP175F,40,153.8mm,87,0,,,153.8,,2022-08-23 15:18:49
GP175F,40,241.4mm,88,0,,,241.4,,2022-08-23 15:18:53
GP175F,40,132.3mm,89,0,,,132.3,,2022-08-23 15:18:57
GP175F,40,266.5mm,90,0,,,266.5,,2022-08-23 15:19:00
GP175F,40,142.7mm,91,0,,,142.7,,2022-08-23 15:19:02
GP175F,40,151.5mm,92,0,,,151.5,,2022-08-23 15:19:05
GP175F,40,206.9mm,93,0,,,206.9,,2022-08-23 15:19:08
GP175F,40,174.7mm,94,0,,,174.7,,2022-08-23 15:19:11
GP175F,40,187.2mm,95,0,,,187.2,,2022-08-23 15:19:14
GP175F,40,135.3mm,96,0,,,135.3,,2022-08-23 15:19:17
GP175F,40,175.4mm,97,0,,,175.4,,2022-08-23 15:19:20
GP175F,40,113.6mm,98,0,,,113.6,,2022-08-23 15:19:23
GP175F,40,84.9mm,99,0,,,84.9,,2022-08-23 15:19:26
GP175F,40,147.8mm,100,0,,,147.8,,2022-08-23 15:19:29
GP175F,302,146.1mm,1,0,,,146.1,,2022-08-23 15:19:48
GP175F,302,151.1mm,2,0,,,151.1,,2022-08-23 15:19:53
GP175F,302,156.7mm,3,0,,,156.7,,2022-08-23 15:19:56
GP175F,302,210.9mm,4,0,,,210.9,,2022-08-23 15:19:59
GP175F,302,194.9mm,5,0,,,194.9,,2022-08-23 15:20:01
GP175F,302,209.5mm,6,0,,,209.5,,2022-08-23 15:20:04
GP175F,302,141.3mm,7,0,,,141.3,,2022-08-23 15:20:07
GP175F,301,213.7mm,1,0,,,213.7,,2022-08-23 15:20:22
GP180F,10,312.8mm,1,0,,,312.8,,2022-07-22 12:25:21
GP180F,10,381.9mm,2,0,,,381.9,,2022-07-22 12:25:37
GP180F,10,351.0mm,3,0,,,351.0,,2022-07-22 12:25:43
GP180F,10,333.5mm,4,0,,,333.5,,2022-07-22 12:25:46
GP180F,10,328.7mm,5,0,,,328.7,,2022-07-22 12:25:53
GP180F,10,322.3mm,6,0,,,322.3,,2022-07-22 12:25:57
GP180F,10,325.2mm,7,0,,,325.2,,2022-07-22 12:26:02
GP180F,10,332.2mm,8,0,,,332.2,,2022-07-22 12:26:07
GP180F,10,340.6mm,9,0,,,340.6,,2022-07-22 12:26:10
GP180F,10,327.7mm,10,0,,,327.7,,2022-07-22 12:26:15
GP180F,10,324.9mm,11,0,,,324.9,,2022-07-22 12:26:19
GP180F,10,362.4mm,12,0,,,362.4,,2022-07-22 12:26:23
GP180F,10,319.5mm,13,0,,,319.5,,2022-07-22 12:26:28
GP180F,10,300.8mm,14,0,,,300.8,,2022-07-22 12:26:32
GP180F,10,408.2mm,15,0,,,408.2,,2022-07-22 12:26:36
GP180F,10,274.9mm,16,0,,,274.9,,2022-07-22 12:26:40
GP180F,10,363.3mm,17,0,,,363.3,,2022-07-22 12:26:45
GP180F,10,325.3mm,18,0,,,325.3,,2022-07-22 12:26:49
GP180F,10,318.6mm,19,0,,,318.6,,2022-07-22 12:26:53
GP180F,10,343.2mm,20,0,,,343.2,,2022-07-22 12:26:56
GP180F,10,337.8mm,21,0,,,337.8,,2022-07-22 12:27:01
GP180F,10,352.1mm,22,0,,,352.1,,2022-07-22 12:27:06
GP180F,10,345.5mm,23,0,,,345.5,,2022-07-22 12:27:11
GP180F,10,314.3mm,24,0,,,314.3,,2022-07-22 12:27:16
GP180F,10,328.7mm,25,0,,,328.7,,2022-07-22 12:27:20
GP180F,10,349.7mm,26,0,,,349.7,,2022-07-22 12:27:24
GP180F,10,333.6mm,27,0,,,333.6,,2022-07-22 12:27:29
GP180F,10,317.6mm,28,0,,,317.6,,2022-07-22 12:27:33
GP180F,10,270.4mm,29,0,,,270.4,,2022-07-22 12:27:38
GP180F,10,316.3mm,30,0,,,316.3,,2022-07-22 12:27:44
GP180F,10,332.5mm,31,0,,,332.5,,2022-07-22 12:27:47
GP180F,10,314.5mm,32,0,,,314.5,,2022-07-22 12:27:50
GP180F,10,320.4mm,33,0,,,320.4,,2022-07-22 12:27:53
GP180F,10,378.8mm,34,0,,,378.8,,2022-07-22 12:27:55
GP180F,10,353.6mm,35,0,,,353.6,,2022-07-22 12:27:59
GP180F,10,315.1mm,36,0,,,315.1,,2022-07-22 12:28:02
GP180F,10,280.2mm,37,0,,,280.2,,2022-07-22 12:28:04
GP180F,10,356.7mm,38,0,,,356.7,,2022-07-22 12:28:08
GP180F,10,364.6mm,39,0,,,364.6,,2022-07-22 12:28:11
GP180F,10,321.5mm,40,0,,,321.5,,2022-07-22 12:28:14
GP180F,10,313.6mm,41,0,,,313.6,,2022-07-22 12:28:17
GP180F,10,319.2mm,42,0,,,319.2,,2022-07-22 12:28:20
GP180F,10,385.3mm,43,0,,,385.3,,2022-07-22 12:28:23
GP180F,10,322.1mm,44,0,,,322.1,,2022-07-22 12:28:26
GP180F,10,342.0mm,45,0,,,342.0,,2022-07-22 12:28:29
GP180F,10,275.6mm,46,0,,,275.6,,2022-07-22 12:28:32
GP180F,10,369.9mm,47,0,,,369.9,,2022-07-22 12:28:34
GP180F,10,300.2mm,48,0,,,300.2,,2022-07-22 12:28:37
GP180F,10,341.4mm,49,0,,,341.4,,2022-07-22 12:28:40
GP180F,10,330.7mm,50,0,,,330.7,,2022-07-22 12:28:43
GP180F,10,313.4mm,51,0,,,313.4,,2022-07-22 12:28:45
GP180F,10,452.3mm,52,0,,,452.3,,2022-07-22 12:28:48
GP180F,10,318.1mm,53,0,,,318.1,,2022-07-22 12:28:52
GP180F,10,349.7mm,54,0,,,349.7,,2022-07-22 12:28:54
GP180F,10,269.1mm,55,0,,,269.1,,2022-07-22 12:28:59
GP180F,10,354.7mm,56,0,,,354.7,,2022-07-22 12:29:02
GP180F,10,407.3mm,57,0,,,407.3,,2022-07-22 12:29:05
GP180F,10,349.8mm,58,0,,,349.8,,2022-07-22 12:29:08
GP180F,10,323.2mm,59,0,,,323.2,,2022-07-22 12:29:11
GP180F,10,356.8mm,60,0,,,356.8,,2022-07-22 12:29:14
GP180F,10,362.7mm,61,0,,,362.7,,2022-07-22 12:29:17
GP180F,10,319.7mm,62,0,,,319.7,,2022-07-22 12:29:21
GP180F,10,348.1mm,63,0,,,348.1,,2022-07-22 12:29:24
GP180F,10,285.9mm,64,0,,,285.9,,2022-07-22 12:29:27
GP180F,10,322.4mm,65,0,,,322.4,,2022-07-22 12:29:29
GP180F,10,312.2mm,66,0,,,312.2,,2022-07-22 12:29:32
GP180F,10,332.9mm,67,0,,,332.9,,2022-07-22 12:29:36
GP180F,10,351.9mm,68,0,,,351.9,,2022-07-22 12:29:38
GP180F,10,331.1mm,69,0,,,331.1,,2022-07-22 12:29:42
GP180F,10,300.9mm,70,0,,,300.9,,2022-07-22 12:29:45
GP180F,10,401.3mm,71,0,,,401.3,,2022-07-22 12:29:48
GP180F,10,359.1mm,72,0,,,359.1,,2022-07-22 12:29:51
GP180F,10,338.8mm,73,0,,,338.8,,2022-07-22 12:29:56
GP180F,10,353.8mm,74,0,,,353.8,,2022-07-22 12:29:59
GP180F,10,298.5mm,75,0,,,298.5,,2022-07-22 12:30:01
GP180F,10,327.0mm,76,0,,,327.0,,2022-07-22 12:30:06
GP180F,10,333.9mm,77,0,,,333.9,,2022-07-22 12:30:08
GP180F,10,392.3mm,78,0,,,392.3,,2022-07-22 12:30:11
GP180F,10,301.0mm,79,0,,,301.0,,2022-07-22 12:30:14
GP180F,10,343.9mm,80,0,,,343.9,,2022-07-22 12:30:17
GP180F,10,323.7mm,81,0,,,323.7,,2022-07-22 12:30:20
GP180F,10,388.3mm,82,0,,,388.3,,2022-07-22 12:30:23
GP180F,10,384.7mm,83,0,,,384.7,,2022-07-22 12:30:26
GP180F,10,409.4mm,84,0,,,409.4,,2022-07-22 12:30:29
GP180F,10,348.9mm,85,0,,,348.9,,2022-07-22 12:30:33
GP180F,10,297.5mm,86,0,,,297.5,,2022-07-22 12:30:36
GP180F,10,377.6mm,87,0,,,377.6,,2022-07-22 12:30:39
GP180F,10,346.9mm,88,0,,,346.9,,2022-07-22 12:30:42
GP180F,10,332.2mm,89,0,,,332.2,,2022-07-22 12:30:45
GP180F,10,330.7mm,90,0,,,330.7,,2022-07-22 12:30:48
GP180F,10,296.2mm,91,0,,,296.2,,2022-07-22 12:30:51
GP180F,10,404.0mm,92,0,,,404.0,,2022-07-22 12:30:54
GP180F,10,329.2mm,93,0,,,329.2,,2022-07-22 12:30:56
GP180F,10,304.8mm,94,0,,,304.8,,2022-07-22 12:30:59
GP180F,10,336.3mm,95,0,,,336.3,,2022-07-22 12:31:03
GP180F,10,338.8mm,96,0,,,338.8,,2022-07-22 12:31:05
GP180F,10,321.9mm,97,0,,,321.9,,2022-07-22 12:31:08
GP180F,10,373.4mm,98,0,,,373.4,,2022-07-22 12:31:12
GP180F,10,352.3mm,99,0,,,352.3,,2022-07-22 12:31:15
GP180F,10,331.9mm,100,0,,,331.9,,2022-07-22 12:31:23
GP180F,40,222.1mm,1,0,,,222.1,,2022-07-22 12:31:59
GP180F,40,220.2mm,2,0,,,220.2,,2022-07-22 12:32:06
GP180F,40,225.2mm,3,0,,,225.2,,2022-07-22 12:32:08
GP180F,40,254.6mm,4,0,,,254.6,,2022-07-22 12:32:11
GP180F,40,166.7mm,5,0,,,166.7,,2022-07-22 12:32:14
GP180F,40,243.9mm,6,0,,,243.9,,2022-07-22 12:32:17
GP180F,40,144.2mm,7,0,,,144.2,,2022-07-22 12:32:19
GP180F,40,202.2mm,8,0,,,202.2,,2022-07-22 12:32:22
GP180F,40,242.8mm,9,0,,,242.8,,2022-07-22 12:32:25
GP180F,40,223.9mm,10,0,,,223.9,,2022-07-22 12:32:27
GP180F,40,244.4mm,11,0,,,244.4,,2022-07-22 12:32:30
GP180F,40,176.3mm,12,0,,,176.3,,2022-07-22 12:32:33
GP180F,40,217.1mm,13,0,,,217.1,,2022-07-22 12:32:36
GP180F,40,145.8mm,14,0,,,145.8,,2022-07-22 12:32:40
GP180F,40,160.7mm,15,0,,,160.7,,2022-07-22 12:32:42
GP180F,40,260.8mm,16,0,,,260.8,,2022-07-22 12:32:46
GP180F,40,242.4mm,17,0,,,242.4,,2022-07-22 12:32:48
GP180F,40,198.1mm,18,0,,,198.1,,2022-07-22 12:32:51
GP180F,40,161.7mm,19,0,,,161.7,,2022-07-22 12:32:54
GP180F,40,213.6mm,20,0,,,213.6,,2022-07-22 12:32:57
GP180F,40,178.6mm,21,0,,,178.6,,2022-07-22 12:32:59
GP180F,40,150.0mm,22,0,,,150.0,,2022-07-22 12:33:06
GP180F,40,240.0mm,23,0,,,240.0,,2022-07-22 12:33:09
GP180F,40,203.6mm,24,0,,,203.6,,2022-07-22 12:33:12
GP180F,40,146.5mm,25,0,,,146.5,,2022-07-22 12:33:15
GP180F,40,131.0mm,26,0,,,131.0,,2022-07-22 12:33:17
GP180F,40,190.3mm,27,0,,,190.3,,2022-07-22 12:33:20
GP180F,40,297.7mm,28,0,,,297.7,,2022-07-22 12:33:24
GP180F,40,154.9mm,29,0,,,154.9,,2022-07-22 12:33:27
GP180F,40,163.7mm,30,0,,,163.7,,2022-07-22 12:33:30
GP180F,40,177.9mm,31,0,,,177.9,,2022-07-22 12:33:33
GP180F,40,250.3mm,32,0,,,250.3,,2022-07-22 12:33:36
GP180F,40,160.9mm,33,0,,,160.9,,2022-07-22 12:33:39
GP180F,40,186.1mm,34,0,,,186.1,,2022-07-22 12:33:41
GP180F,40,201.4mm,35,0,,,201.4,,2022-07-22 12:33:44
GP180F,40,181.9mm,36,0,,,181.9,,2022-07-22 12:33:47
GP180F,40,189.1mm,37,0,,,189.1,,2022-07-22 12:33:49
GP180F,40,232.3mm,38,0,,,232.3,,2022-07-22 12:33:52
GP180F,40,168.2mm,39,0,,,168.2,,2022-07-22 12:33:54
GP180F,40,207.1mm,40,0,,,207.1,,2022-07-22 12:33:58
GP180F,40,173.1mm,41,0,,,173.1,,2022-07-22 12:34:01
GP180F,40,256.2mm,42,0,,,256.2,,2022-07-22 12:34:03
GP180F,40,170.2mm,43,0,,,170.2,,2022-07-22 12:34:06
GP180F,40,201.5mm,44,0,,,201.5,,2022-07-22 12:34:09
GP180F,40,228.6mm,45,0,,,228.6,,2022-07-22 12:34:16
GP180F,40,161.9mm,46,0,,,161.9,,2022-07-22 12:34:19
GP180F,40,169.1mm,47,0,,,169.1,,2022-07-22 12:34:21
GP180F,40,220.5mm,48,0,,,220.5,,2022-07-22 12:34:26
GP180F,40,194.9mm,49,0,,,194.9,,2022-07-22 12:34:29
GP180F,40,150.7mm,50,0,,,150.7,,2022-07-22 12:34:32
GP180F,40,185.4mm,51,0,,,185.4,,2022-07-22 12:34:36
GP181F,30,338.5mm,1,0,,,338.5,,2022-07-17 13:19:19
GP181F,10,315.9mm,1,0,,,315.9,,2022-07-17 13:19:39
GP181F,10,350.5mm,2,0,,,350.5,,2022-07-17 13:19:45
GP181F,10,298.6mm,3,0,,,298.6,,2022-07-17 13:19:49
