measurements::GPnum,measurements::Species,measurements::Measurement,measurements::Measurementnum,measurements::One hundred flag,measurements::One hundred message,measurements::dataentrybox Measure,measurements::Measurement transformed,measurements::Measurement comment,measurements::Datetime
GP019F,40,232.6mm,21,0,,,232.6,,2022-08-04 11:36:46
GP019F,40,274.9mm,22,0,,,274.9,,2022-08-04 11:36:49
GP019F,40,167.3mm,23,0,,,167.3,,2022-08-04 11:36:52
GP019F,40,217.0mm,24,0,,,217.0,,2022-08-04 11:36:55
GP019F,40,208.7mm,25,0,,,208.7,,2022-08-04 11:36:58
GP019F,40,151.9mm,26,0,,,151.9,,2022-08-04 11:37:03
GP019F,40,152.1mm,27,0,,,152.1,,2022-08-04 11:37:07
GP019F,40,187.9mm,28,0,,,187.9,,2022-08-04 11:37:10
GP019F,40,229.7mm,29,0,,,229.7,,2022-08-04 11:37:14
GP019F,40,149.1mm,30,0,,,149.1,,2022-08-04 11:37:18
GP019F,40,303.3mm,31,0,,,303.3,,2022-08-04 11:37:21
GP019F,40,279.2mm,32,0,,,279.2,,2022-08-04 11:37:25
GP019F,40,272.8mm,33,0,,,272.8,,2022-08-04 11:37:34
GP019F,632,109.8mm,1,0,,,109.8,,2022-08-04 11:37:57
GP019F,632,127.9mm,2,0,,,127.9,,2022-08-04 11:38:05
GP019F,632,129.2mm,3,0,,,129.2,,2022-08-04 11:38:11
GP021F,40,308.1mm,1,0,,,308.1,,2022-08-14 08:35:57
GP021F,40,278.0mm,2,0,,,278.0,,2022-08-14 08:36:24
GP021F,40,155.6mm,3,0,,,155.6,,2022-08-14 08:36:27
GP021F,40,243.3mm,4,0,,,243.3,,2022-08-14 08:36:29
GP021F,40,158.0mm,5,0,,,158.0,,2022-08-14 08:36:31
GP021F,40,275.7mm,6,0,,,275.7,,2022-08-14 08:36:34
GP021F,40,233.0mm,7,0,,,233.0,,2022-08-14 08:36:37
GP021F,40,218.1mm,8,0,,,218.1,,2022-08-14 08:36:39
GP021F,40,199.6mm,9,0,,,199.6,,2022-08-14 08:36:41
GP021F,40,248.7mm,10,0,,,248.7,,2022-08-14 08:36:44
GP021F,40,203.1mm,11,0,,,203.1,,2022-08-14 08:36:46
GP021F,40,245.3mm,12,0,,,245.3,,2022-08-14 08:36:49
GP021F,40,241.0mm,13,0,,,241.0,,2022-08-14 08:36:52
GP021F,40,147.1mm,14,0,,,147.1,,2022-08-14 08:36:54
GP021F,40,224.7mm,15,0,,,224.7,,2022-08-14 08:36:57
GP021F,40,211.1mm,16,0,,,211.1,,2022-08-14 08:36:59
GP021F,40,313.0mm,17,0,,,313.0,,2022-08-14 08:37:02
GP021F,40,213.8mm,18,0,,,213.8,,2022-08-14 08:37:04
GP021F,40,268.9mm,19,0,,,268.9,,2022-08-14 08:37:07
GP021F,40,203.0mm,20,0,,,203.0,,2022-08-14 08:37:10
GP021F,40,255.4mm,21,0,,,255.4,,2022-08-14 08:37:13
GP021F,40,204.6mm,22,0,,,204.6,,2022-08-14 08:37:15
GP021F,40,294.0mm,23,0,,,294.0,,2022-08-14 08:37:18
GP021F,40,164.7mm,24,0,,,164.7,,2022-08-14 08:37:20
GP021F,40,200.4mm,25,0,,,200.4,,2022-08-14 08:37:24
GP021F,40,250.0mm,26,0,,,250.0,,2022-08-14 08:37:29
GP021F,40,192.8mm,27,0,,,192.8,,2022-08-14 08:37:32
GP021F,40,224.4mm,28,0,,,224.4,,2022-08-14 08:37:34
GP021F,40,260.4mm,29,0,,,260.4,,2022-08-14 08:37:37
GP021F,40,187.7mm,30,0,,,187.7,,2022-08-14 08:37:41
GP021F,40,360.1mm,31,0,,,360.1,,2022-08-14 08:37:44
GP021F,40,309.6mm,32,0,,,309.6,,2022-08-14 08:37:46
GP021F,40,310.1mm,33,0,,,310.1,,2022-08-14 08:37:49
GP021F,40,308.0mm,34,0,,,308.0,,2022-08-14 08:37:51
GP021F,40,172.5mm,35,0,,,172.5,,2022-08-14 08:37:54
GP021F,40,189.4mm,36,0,,,189.4,,2022-08-14 08:37:57
GP021F,40,196.0mm,37,0,,,196.0,,2022-08-14 08:37:59
GP021F,40,202.2mm,38,0,,,202.2,,2022-08-14 08:38:02
GP021F,40,208.0mm,39,0,,,208.0,,2022-08-14 08:38:05
GP021F,40,258.5mm,40,0,,,258.5,,2022-08-14 08:38:07
GP021F,40,209.9mm,41,0,,,209.9,,2022-08-14 08:38:10
GP021F,40,200.9mm,42,0,,,200.9,,2022-08-14 08:38:12
GP021F,40,199.0mm,43,0,,,199.0,,2022-08-14 08:38:15
GP021F,40,248.7mm,44,0,,,248.7,,2022-08-14 08:38:19
GP021F,40,162.7mm,45,0,,,162.7,,2022-08-14 08:38:22
GP021F,40,191.5mm,46,0,,,191.5,,2022-08-14 08:38:25
GP021F,40,221.2mm,47,0,,,221.2,,2022-08-14 08:38:28
GP021F,40,233.2mm,48,0,,,233.2,,2022-08-14 08:38:31
GP021F,40,267.4mm,49,0,,,267.4,,2022-08-14 08:38:33
GP021F,40,184.8mm,50,0,,,184.8,,2022-08-14 08:38:36
GP021F,40,173.1mm,51,0,,,173.1,,2022-08-14 08:38:39
GP021F,40,230.3mm,52,0,,,230.3,,2022-08-14 08:38:42
GP021F,40,257.2mm,53,0,,,257.2,,2022-08-14 08:38:45
GP021F,40,193.8mm,54,0,,,193.8,,2022-08-14 08:38:48
GP021F,40,181.8mm,55,0,,,181.8,,2022-08-14 08:38:51
GP021F,40,188.8mm,56,0,,,188.8,,2022-08-14 08:38:54
GP021F,40,193.5mm,57,0,,,193.5,,2022-08-14 08:38:57
GP021F,350,186.0mm,1,0,,,186.0,,2022-08-14 08:39:16
GP021F,350,201.1mm,2,0,,,201.1,,2022-08-14 08:39:20
GP021F,350,201.0mm,3,0,,,201.0,,2022-08-14 08:39:22
GP021F,350,217.2mm,4,0,,,217.2,,2022-08-14 08:39:25
GP021F,350,224.1mm,5,0,,,224.1,,2022-08-14 08:39:28
GP021F,350,209.6mm,6,0,,,209.6,,2022-08-14 08:39:31
GP021F,350,194.5mm,7,0,,,194.5,,2022-08-14 08:39:33
GP021F,350,197.9mm,8,0,,,197.9,,2022-08-14 08:39:36
GP021F,350,140.9mm,9,0,,,140.9,,2022-08-14 08:39:39
GP021F,350,201.2mm,10,0,,,201.2,,2022-08-14 08:39:42
GP021F,350,212.9mm,11,0,,,212.9,,2022-08-14 08:39:45
GP021F,643,302.7mm,1,0,,,302.7,,2022-08-14 08:40:14
GP021F,31,298.4mm,1,0,,,298.4,,2022-08-14 08:40:26
GP024f,10,161.6mm,1,0,,,161.6,,2022-08-04 07:09:10
GP024f,10,327.8mm,2,0,,,327.8,,2022-08-04 07:09:16
GP024f,10,160.9mm,3,0,,,160.9,,2022-08-04 07:09:22
GP024f,10,330.9mm,4,0,,,330.9,,2022-08-04 07:09:29
GP024f,42,208.3mm,1,0,,,208.3,,2022-08-04 07:10:15
GP024f,42,138.3mm,2,0,,,138.3,,2022-08-04 07:10:20
GP024f,42,166.8mm,3,0,,,166.8,,2022-08-04 07:10:28
GP024f,42,135.1mm,4,0,,,135.1,,2022-08-04 07:10:32
GP024f,40,158.4mm,1,0,,,158.4,,2022-08-04 07:11:03
GP024f,40,114.7mm,2,0,,,114.7,,2022-08-04 07:11:08
GP024f,40,149.7mm,3,0,,,149.7,,2022-08-04 07:11:13
GP024f,40,120.3mm,4,0,,,120.3,,2022-08-04 07:11:17
GP024f,40,101.0mm,5,0,,,101.0,,2022-08-04 07:11:21
GP024f,40,151.5mm,6,0,,,151.5,,2022-08-04 07:11:26
GP024f,40,107.3mm,7,0,,,107.3,,2022-08-04 07:11:31
GP024f,40,146.7mm,8,0,,,146.7,,2022-08-04 07:11:35
GP024f,40,111.2mm,9,0,,,111.2,,2022-08-04 07:11:39
GP024f,40,121.7mm,10,0,,,121.7,,2022-08-04 07:11:43
GP024f,40,151.3mm,11,0,,,151.3,,2022-08-04 07:11:47
GP024f,40,126.3mm,12,0,,,126.3,,2022-08-04 07:11:51
GP024f,40,128.1mm,13,0,,,128.1,,2022-08-04 07:11:56
GP024f,300,271.8mm,1,0,,,271.8,,2022-08-04 07:12:11
GP024f,302,160.7mm,1,0,,,160.7,,2022-08-04 07:12:39
GP024f,302,160.9mm,2,0,,,160.9,,2022-08-04 07:12:45
GP024f,302,178.3mm,3,0,,,178.3,,2022-08-04 07:12:49
GP024f,302,158.5mm,4,0,,,158.5,,2022-08-04 07:12:53
GP024f,302,155.0mm,5,0,,,155.0,,2022-08-04 07:12:57
GP024f,302,78.6mm,6,0,,,78.6,,2022-08-04 07:13:01
GP024f,304,129.3mm,1,0,,,129.3,,2022-08-04 07:13:25
GP024f,304,119.4mm,2,0,,,119.4,,2022-08-04 07:13:30
GP024f,304,104.5mm,3,0,,,104.5,,2022-08-04 07:13:33
GP024f,31,115.9mm,1,0,,,115.9,,2022-08-04 07:14:00
GP024f,626,85.1mm,1,0,,,85.1,,2022-08-04 07:14:29
GP024f,626,128.5mm,2,0,,,128.5,,2022-08-04 07:14:32
GP024f,340,136.0mm,1,0,,,136.0,,2022-08-04 07:14:50
GP024f,340,125.7mm,2,0,,,125.7,,2022-08-04 07:14:57
GP024f,340,132.8mm,3,0,,,132.8,,2022-08-04 07:15:00
GP024f,340,116.5mm,4,0,,,116.5,,2022-08-04 07:15:04
GP024f,340,116.4mm,5,0,,,116.4,,2022-08-04 07:15:08
GP024f,340,109.9mm,6,0,,,109.9,,2022-08-04 07:15:14
GP024f,340,113.3mm,7,0,,,113.3,,2022-08-04 07:15:20
GP024f,340,125.7mm,8,0,,,125.7,,2022-08-04 07:15:25
GP024f,512,177.9mm,1,0,,,177.9,,2022-08-04 07:15:42
GP024f,512,207.6mm,2,0,,,207.6,,2022-08-04 07:15:45
GP024f,512,137.9mm,3,0,,,137.9,,2022-08-04 07:15:52
GP024f,512,181.2mm,4,0,,,181.2,,2022-08-04 07:15:57
GP024f,512,138.8mm,5,0,,,138.8,,2022-08-04 07:16:03
GP024f,512,164.0mm,6,0,,,164.0,,2022-08-04 07:16:08
GP024f,622,311.2mm,1,0,,,311.2,,2022-08-04 07:16:43
GP024f,622,302.3mm,2,0,,,302.3,,2022-08-04 07:16:48
GP024f,622,298.2mm,3,0,,,298.2,,2022-08-04 07:16:54
GP024f,622,313.1mm,4,0,,,313.1,,2022-08-04 07:16:59
GP024f,622,350.2mm,5,0,,,350.2,,2022-08-04 07:17:03
GP024f,122,130.1mm,1,0,,,130.1,,2022-08-04 07:17:17
GP032f,340,114.3mm,1,0,,,114.3,,2022-08-03 16:35:57
GP032f,340,137.1mm,2,0,,,137.1,,2022-08-03 16:36:05
GP032f,340,134.8mm,3,0,,,134.8,,2022-08-03 16:36:09
GP032f,340,111.8mm,4,0,,,111.8,,2022-08-03 16:36:11
GP032f,302,148.4mm,1,0,,,148.4,,2022-08-03 16:36:22
GP032f,302,163.4mm,2,0,,,163.4,,2022-08-03 16:36:25
GP032f,302,140.3mm,3,0,,,140.3,,2022-08-03 16:36:28
GP032f,302,115.1mm,4,0,,,115.1,,2022-08-03 16:36:30
GP032f,302,141.5mm,5,0,,,141.5,,2022-08-03 16:36:33
GP032f,302,140.9mm,6,0,,,140.9,,2022-08-03 16:36:36
GP032f,302,148.3mm,7,0,,,148.3,,2022-08-03 16:36:39
GP032f,302,148.8mm,8,0,,,148.8,,2022-08-03 16:36:42
GP032f,10,53.1mm,1,0,,,53.1,,2022-08-03 16:36:54
GP032f,10,65.9mm,2,0,,,65.9,,2022-08-03 16:36:59
GP032f,10,38.8mm,3,0,,,38.8,,2022-08-03 16:37:03
GP032f,304,130.4mm,1,0,,,130.4,,2022-08-03 16:37:15
GP032f,42,171.6mm,1,0,,,171.6,,2022-08-03 16:37:26
GP032f,42,220.0mm,2,0,,,220.0,,2022-08-03 16:37:28
GP032f,40,194.1mm,1,0,,,194.1,,2022-08-03 16:37:42
GP032f,40,268.9mm,2,0,,,268.9,,2022-08-03 16:37:46
GP032f,40,224.7mm,3,0,,,224.7,,2022-08-03 16:37:49
GP033F,40,321.2mm,1,0,,,321.2,,2022-08-15 09:31:57
GP033F,40,276.3mm,2,0,,,276.3,,2022-08-15 09:32:15
GP033F,40,219.4mm,3,0,,,219.4,,2022-08-15 09:32:33
GP033F,40,181.6mm,4,0,,,181.6,,2022-08-15 09:32:36
GP033F,40,180.7mm,5,0,,,180.7,,2022-08-15 09:32:39
GP033F,40,213.6mm,6,0,,,213.6,,2022-08-15 09:32:41
GP033F,40,215.8mm,7,0,,,215.8,,2022-08-15 09:32:44
GP033F,40,202.0mm,8,0,,,202.0,,2022-08-15 09:32:46
GP033F,40,228.6mm,9,0,,,228.6,,2022-08-15 09:32:49
GP033F,40,208.4mm,10,0,,,208.4,,2022-08-15 09:32:51
GP033F,40,228.1mm,11,0,,,228.1,,2022-08-15 09:32:54
GP033F,40,257.2mm,12,0,,,257.2,,2022-08-15 09:32:57
GP033F,40,247.5mm,13,0,,,247.5,,2022-08-15 09:33:00
GP033F,40,298.3mm,14,0,,,298.3,,2022-08-15 09:33:02
GP033F,40,186.0mm,15,0,,,186.0,,2022-08-15 09:33:05
GP033F,40,243.5mm,16,0,,,243.5,,2022-08-15 09:33:09
GP033F,40,260.6mm,17,0,,,260.6,,2022-08-15 09:33:12
GP033F,40,290.8mm,18,0,,,290.8,,2022-08-15 09:33:15
GP033F,40,294.5mm,19,0,,,294.5,,2022-08-15 09:33:17
GP033F,40,176.0mm,20,0,,,176.0,,2022-08-15 09:33:20
GP033F,40,232.7mm,21,0,,,232.7,,2022-08-15 09:33:23
GP033F,40,199.0mm,22,0,,,199.0,,2022-08-15 09:33:26
GP033F,40,96.5mm,23,0,,,96.5,,2022-08-15 09:33:29
GP033F,40,230.8mm,24,0,,,230.8,,2022-08-15 09:33:32
GP033F,40,233.7mm,25,0,,,233.7,,2022-08-15 09:33:37
GP033F,40,190.0mm,26,0,,,190.0,,2022-08-15 09:33:39
GP033F,30,330.7mm,1,0,,,330.7,,2022-08-15 09:34:03
GP033F,350,189.2mm,1,0,,,189.2,,2022-08-15 09:34:21
GP035F,10,325.7mm,1,0,,,325.7,,2022-08-15 13:41:57
GP035F,10,207.1mm,2,0,,,207.1,,2022-08-15 13:42:02
GP035F,10,178.4mm,3,0,,,178.4,,2022-08-15 13:42:06
GP035F,40,201.0mm,1,0,,,201.0,,2022-08-15 13:42:42
GP035F,40,180.7mm,2,0,,,180.7,,2022-08-15 13:42:46
GP035F,40,185.9mm,3,0,,,185.9,,2022-08-15 13:42:48
GP035F,40,204.1mm,4,0,,,204.1,,2022-08-15 13:42:51
GP035F,40,158.6mm,5,0,,,158.6,,2022-08-15 13:42:54
GP035F,302,199.3mm,1,0,,,199.3,,2022-08-15 13:43:10
GP035F,302,160.7mm,2,0,,,160.7,,2022-08-15 13:43:14
GP035F,302,175.6mm,3,0,,,175.6,,2022-08-15 13:43:17
GP035F,302,201.1mm,4,0,,,201.1,,2022-08-15 13:43:19
GP035F,302,193.4mm,5,0,,,193.4,,2022-08-15 13:43:22
GP035F,302,163.5mm,6,0,,,163.5,,2022-08-15 13:43:25
GP035F,302,185.2mm,7,0,,,185.2,,2022-08-15 13:43:28
GP035F,302,212.9mm,8,0,,,212.9,,2022-08-15 13:43:31
GP035F,302,151.4mm,9,0,,,151.4,,2022-08-15 13:43:35
GP035F,301,208.8mm,1,0,,,208.8,,2022-08-15 13:43:53
GP035F,301,159.2mm,2,0,,,159.2,,2022-08-15 13:43:58
GP035F,626,148.2mm,1,0,,,148.2,,2022-08-15 13:44:15
GP035F,626,103.8mm,2,0,,,103.8,,2022-08-15 13:44:19
GP035F,340,121.8mm,1,0,,,121.8,,2022-08-15 13:44:34
GP035F,340,128.0mm,2,0,,,128.0,,2022-08-15 13:44:41
GP035F,340,121.9mm,3,0,,,121.9,,2022-08-15 13:44:43
GP035F,340,107.9mm,4,0,,,107.9,,2022-08-15 13:44:46
GP035F,340,112.1mm,5,0,,,112.1,,2022-08-15 13:44:50
GP035F,340,114.2mm,6,0,,,114.2,,2022-08-15 13:44:54
GP035F,340,117.1mm,7,0,,,117.1,,2022-08-15 13:44:57
GP035F,340,126.3mm,8,0,,,126.3,,2022-08-15 13:45:00
GP035F,340,126.9mm,9,0,,,126.9,,2022-08-15 13:45:03
GP035F,340,117.6mm,10,0,,,117.6,,2022-08-15 13:45:06
GP035F,340,116.6mm,11,0,,,116.6,,2022-08-15 13:45:09
GP035F,340,127.8mm,12,0,,,127.8,,2022-08-15 13:45:12
GP037F,40,231.6mm,1,0,,,231.6,,2022-08-14 13:03:01
GP037F,40,222.1mm,2,0,,,222.1,,2022-08-14 13:03:05
GP037F,40,162.8mm,3,0,,,162.8,,2022-08-14 13:03:08
GP037F,40,220.8mm,4,0,,,220.8,,2022-08-14 13:03:11
GP037F,40,217.8mm,5,0,,,217.8,,2022-08-14 13:03:14
GP037F,40,167.8mm,6,0,,,167.8,,2022-08-14 13:03:16
GP037F,40,153.3mm,7,0,,,153.3,,2022-08-14 13:03:23
GP037F,40,167.1mm,8,0,,,167.1,,2022-08-14 13:03:26
GP037F,40,195.1mm,9,0,,,195.1,,2022-08-14 13:03:29
GP037F,40,217.3mm,10,0,,,217.3,,2022-08-14 13:03:32
GP037F,40,182.4mm,11,0,,,182.4,,2022-08-14 13:03:34
GP037F,40,170.0mm,12,0,,,170.0,,2022-08-14 13:03:37
GP037F,40,205.0mm,13,0,,,205.0,,2022-08-14 13:03:40
GP037F,40,149.8mm,14,0,,,149.8,,2022-08-14 13:03:42
GP037F,40,132.0mm,15,0,,,132.0,,2022-08-14 13:03:45
GP037F,40,163.9mm,16,0,,,163.9,,2022-08-14 13:03:48
GP037F,40,231.9mm,17,0,,,231.9,,2022-08-14 13:03:51
GP037F,40,247.4mm,18,0,,,247.4,,2022-08-14 13:03:54
GP037F,40,155.3mm,19,0,,,155.3,,2022-08-14 13:03:59
GP037F,40,169.8mm,20,0,,,169.8,,2022-08-14 13:04:02
GP037F,40,146.6mm,21,0,,,146.6,,2022-08-14 13:04:05
GP037F,40,155.6mm,22,0,,,155.6,,2022-08-14 13:04:07
GP037F,40,129.6mm,23,0,,,129.6,,2022-08-14 13:04:10
GP037F,40,177.6mm,24,0,,,177.6,,2022-08-14 13:04:13
GP037F,40,190.2mm,25,0,,,190.2,,2022-08-14 13:04:16
GP037F,40,158.8mm,26,0,,,158.8,,2022-08-14 13:04:19
GP037F,40,141.8mm,27,0,,,141.8,,2022-08-14 13:04:22
GP037F,40,128.7mm,28,0,,,128.7,,2022-08-14 13:04:25
GP037F,40,235.8mm,29,0,,,235.8,,2022-08-14 13:04:29
GP037F,40,180.1mm,30,0,,,180.1,,2022-08-14 13:04:31
GP037F,40,121.9mm,31,0,,,121.9,,2022-08-14 13:04:34
GP037F,40,188.0mm,32,0,,,188.0,,2022-08-14 13:04:37
GP037F,40,128.9mm,33,0,,,128.9,,2022-08-14 13:04:40
GP037F,40,163.9mm,34,0,,,163.9,,2022-08-14 13:04:43
GP037F,40,139.5mm,35,0,,,139.5,,2022-08-14 13:04:46
GP037F,40,190.6mm,36,0,,,190.6,,2022-08-14 13:04:48
GP037F,40,177.7mm,37,0,,,177.7,,2022-08-14 13:04:51
GP037F,40,174.3mm,38,0,,,174.3,,2022-08-14 13:04:54
GP037F,40,235.6mm,39,0,,,235.6,,2022-08-14 13:04:57
GP037F,40,201.6mm,40,0,,,201.6,,2022-08-14 13:04:59
GP037F,40,253.2mm,41,0,,,253.2,,2022-08-14 13:05:02
GP037F,40,203.5mm,42,0,,,203.5,,2022-08-14 13:05:05
GP037F,40,227.6mm,43,0,,,227.6,,2022-08-14 13:05:13
GP037F,40,123.5mm,44,0,,,123.5,,2022-08-14 13:05:16
GP037F,40,171.4mm,45,0,,,171.4,,2022-08-14 13:05:19
GP037F,40,130.5mm,46,0,,,130.5,,2022-08-14 13:05:22
GP037F,40,126.3mm,47,0,,,126.3,,2022-08-14 13:05:25
GP037F,40,166.9mm,48,0,,,166.9,,2022-08-14 13:05:28
GP037F,40,150.6mm,49,0,,,150.6,,2022-08-14 13:05:31
GP037F,40,126.8mm,50,0,,,126.8,,2022-08-14 13:05:35
GP037F,42,111.1mm,1,0,,,111.1,,2022-08-14 13:05:48
GP037F,42,172.4mm,2,0,,,172.4,,2022-08-14 13:05:53
GP037F,42,106.5mm,3,0,,,106.5,,2022-08-14 13:05:56
GP037F,42,139.3mm,4,0,,,139.3,,2022-08-14 13:05:59
GP037F,42,191.7mm,5,0,,,191.7,,2022-08-14 13:06:02
GP037F,42,164.7mm,6,0,,,164.7,,2022-08-14 13:06:05
GP037F,42,144.3mm,7,0,,,144.3,,2022-08-14 13:06:08
GP037F,42,187.4mm,8,0,,,187.4,,2022-08-14 13:06:13
GP037F,42,149.2mm,9,0,,,149.2,,2022-08-14 13:06:19
GP037F,42,218.1mm,10,0,,,218.1,,2022-08-14 13:06:22
GP037F,302,140.9mm,1,0,,,140.9,,2022-08-14 13:06:38
GP037F,302,208.8mm,2,0,,,208.8,,2022-08-14 13:06:43
GP037F,302,113.2mm,3,0,,,113.2,,2022-08-14 13:06:46
GP037F,302,215.3mm,4,0,,,215.3,,2022-08-14 13:06:49
GP037F,302,179.6mm,5,0,,,179.6,,2022-08-14 13:06:53
GP037F,302,142.6mm,6,0,,,142.6,,2022-08-14 13:06:57
GP037F,302,167.8mm,7,0,,,167.8,,2022-08-14 13:07:00
GP037F,301,228.8mm,1,0,,,228.8,,2022-08-14 13:07:11
GP037F,350,173.5mm,1,0,,,173.5,,2022-08-14 13:07:25
GP037F,512,132.2mm,1,0,,,132.2,,2022-08-14 13:07:38
GP037F,512,126.2mm,2,0,,,126.2,,2022-08-14 13:07:42
GP037F,512,150.8mm,3,0,,,150.8,,2022-08-14 13:07:49
GP037F,626,110.3mm,1,0,,,110.3,,2022-08-14 13:08:01
GP037F,10,441.3mm,1,0,,,441.3,,2022-08-14 13:08:12
GP037F,340,132.2mm,1,0,,,132.2,,2022-08-14 13:08:24
GP037F,340,124.0mm,2,0,,,124.0,,2022-08-14 13:08:27
GP037F,340,126.1mm,3,0,,,126.1,,2022-08-14 13:08:30
GP037F,340,120.8mm,4,0,,,120.8,,2022-08-14 13:08:32
GP037F,340,127.8mm,5,0,,,127.8,,2022-08-14 13:08:35
GP037F,340,101.4mm,6,0,,,101.4,,2022-08-14 13:08:38
GP037F,340,120.5mm,7,0,,,120.5,,2022-08-14 13:08:41
GP037F,340,105.2mm,8,0,,,105.2,,2022-08-14 13:08:43
GP037F,340,102.8mm,9,0,,,102.8,,2022-08-14 13:08:46
GP037F,340,101.3mm,10,0,,,101.3,,2022-08-14 13:08:49
GP037F,340,106.5mm,11,0,,,106.5,,2022-08-14 13:08:52
GP037F,340,106.8mm,12,0,,,106.8,,2022-08-14 13:08:55
GP037F,340,112.1mm,13,0,,,112.1,,2022-08-14 13:08:58
GP037F,340,106.1mm,14,0,,,106.1,,2022-08-14 13:09:02
GP037F,340,126.9mm,15,0,,,126.9,,2022-08-14 13:09:04
GP038F,340,123.4mm,1,0,,,123.4,,2022-08-15 12:20:08
GP038F,350,166.8mm,1,0,,,166.8,,2022-08-15 12:20:25
GP038F,350,179.2mm,2,0,,,179.2,,2022-08-15 12:20:31
GP038F,350,172.3mm,3,0,,,172.3,,2022-08-15 12:20:35
GP038F,350,157.3mm,4,0,,,157.3,,2022-08-15 12:20:39
GP038F,350,169.3mm,5,0,,,169.3,,2022-08-15 12:20:43
GP038F,10,184.3mm,1,0,,,184.3,,2022-08-15 12:20:54
GP038F,64,113.7mm,1,0,,,113.7,,2022-08-15 12:21:10
GP038F,64,119.9mm,2,0,,,119.9,,2022-08-15 12:21:13
GP038F,64,118.1mm,3,0,,,118.1,,2022-08-15 12:21:20
GP038F,64,106.2mm,4,0,,,106.2,,2022-08-15 12:21:23
GP038F,64,111.7mm,5,0,,,111.7,,2022-08-15 12:21:26
GP038F,64,110.6mm,6,0,,,110.6,,2022-08-15 12:21:29
GP038F,64,74.0mm,7,0,,,74.0,,2022-08-15 12:21:32
GP038F,64,113.0mm,8,0,,,113.0,,2022-08-15 12:21:37
GP038F,40,304.3mm,1,0,,,304.3,,2022-08-15 12:21:50
GP038F,40,312.8mm,2,0,,,312.8,,2022-08-15 12:21:53
GP038F,40,248.0mm,3,0,,,248.0,,2022-08-15 12:21:58
GP038F,40,193.1mm,4,0,,,193.1,,2022-08-15 12:22:01
GP038F,40,205.0mm,5,0,,,205.0,,2022-08-15 12:22:04
GP038F,40,217.4mm,6,0,,,217.4,,2022-08-15 12:22:07
GP038F,40,201.6mm,7,0,,,201.6,,2022-08-15 12:22:15
GP038F,40,130.7mm,8,0,,,130.7,,2022-08-15 12:22:18
GP038F,40,110.5mm,9,0,,,110.5,,2022-08-15 12:22:20
GP038F,40,257.1mm,10,0,,,257.1,,2022-08-15 12:22:23
GP038F,40,185.9mm,11,0,,,185.9,,2022-08-15 12:22:26
GP038F,40,233.1mm,12,0,,,233.1,,2022-08-15 12:22:29
GP038F,40,160.6mm,13,0,,,160.6,,2022-08-15 12:22:31
GP038F,40,142.0mm,14,0,,,142.0,,2022-08-15 12:22:34
GP038F,40,158.0mm,15,0,,,158.0,,2022-08-15 12:22:37
GP038F,40,222.4mm,16,0,,,222.4,,2022-08-15 12:22:39
GP038F,40,202.3mm,17,0,,,202.3,,2022-08-15 12:22:42
GP038F,40,110.8mm,18,0,,,110.8,,2022-08-15 12:22:45
GP038F,40,115.8mm,19,0,,,115.8,,2022-08-15 12:22:48
GP038F,40,210.9mm,20,0,,,210.9,,2022-08-15 12:22:51
GP038F,40,169.9mm,21,0,,,169.9,,2022-08-15 12:22:54
GP038F,40,210.8mm,22,0,,,210.8,,2022-08-15 12:22:57
GP038F,40,147.6mm,23,0,,,147.6,,2022-08-15 12:23:00
GP038F,40,135.6mm,24,0,,,135.6,,2022-08-15 12:23:03
GP038F,40,164.0mm,25,0,,,164.0,,2022-08-15 12:23:06
GP038F,40,205.9mm,26,0,,,205.9,,2022-08-15 12:23:09
GP038F,40,153.0mm,27,0,,,153.0,,2022-08-15 12:23:16
GP044f,42,205.4mm,1,0,,,205.4,,2022-08-03 17:55:50
GP044f,42,177.8mm,2,0,,,177.8,,2022-08-03 17:55:54
GP044f,42,117.2mm,3,0,,,117.2,,2022-08-03 17:55:59
GP044f,42,140.0mm,4,0,,,140.0,,2022-08-03 17:56:05
GP044f,302,192.3mm,1,0,,,192.3,,2022-08-03 17:56:18
GP044f,40,166.7mm,1,0,,,166.7,,2022-08-03 17:56:32
GP044f,40,185.3mm,2,0,,,185.3,,2022-08-03 17:56:34
GP044f,40,138.7mm,3,0,,,138.7,,2022-08-03 17:56:38
GP044f,40,236.7mm,4,0,,,236.7,,2022-08-03 17:56:41
GP044f,40,215.7mm,5,0,,,215.7,,2022-08-03 17:56:43
GP044f,40,194.9mm,6,0,,,194.9,,2022-08-03 17:56:46
GP044f,10,140.7mm,1,0,,,140.7,,2022-08-03 17:57:06
GP044f,10,146.6mm,2,0,,,146.6,,2022-08-03 17:57:13
GP044f,10,179.2mm,3,0,,,179.2,,2022-08-03 17:57:16
GP044f,10,153.9mm,4,0,,,153.9,,2022-08-03 17:57:19
GP044f,10,151.8mm,5,0,,,151.8,,2022-08-03 17:57:22
GP044f,10,174.0mm,6,0,,,174.0,,2022-08-03 17:57:25
GP044f,10,108.3mm,7,0,,,108.3,,2022-08-03 17:57:28
GP049f,340,119.2mm,1,0,,,119.2,,2022-08-03 05:55:41
GP049f,40,147.4mm,1,0,,,147.4,,2022-08-03 05:56:08
GP049f,40,113.5mm,2,0,,,113.5,,2022-08-03 05:56:17
GP049f,40,166.6mm,3,0,,,166.6,,2022-08-03 05:56:23
